Year,Month,Day,Place,Hot.Dogs,MINS,NAME,CONTEST,Qual,Gender,Location
2017,Apr,22,1st,10,10,"Stevie ""Eats a Lot"" Palmer",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Louisville, KY"
2017,Apr,22,2nd,7,10,Liz McClurg,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Louisville, KY"
2017,Apr,15,1st,33,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,2nd,22,10,Steven Schuster,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,3rd,15,10,Victor Aldrich,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,4th,14.5,10,Ricardo Nagan,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,5th,13.5,10,Jeff Marlow,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,6th,10.5,10,Richard Cochran,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,7th,8.5,10,Michael Rodriguez,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,8th,6,10,Robert Herzberg,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Apr,15,9th,3,10,Lenny Lieder,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Miami, FL"
2017,Mar,25,1st,25.5,10,Pablo Martinez,Nathan's Famous Hot Dog Eating ,Qualifier , men,"Estero, FL"
2017,Mar,25,2nd,21.5,10,Nathan Figueroa,Nathan's Famous Hot Dog Eating ,Qualifier , men,"Estero, FL"
2017,Mar,25,3rd,19,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating ,Qualifier , men,"Estero, FL"
2017,Mar,25,4th,13.5,10,Andrew Renfrow,Nathan's Famous Hot Dog Eating ,Qualifier , men,"Estero, FL"
2017,Mar,25,1st,10,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating ,Qualifier , women,"Estero, FL"
2017,Mar,18,1st,22.5,10,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2017,Mar,18,2nd,21,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2017,Mar,18,3rd,19,10,Steven Schuster,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2017,Mar,18,1st,11,10,Kassandra Zapata,Nathan's Famous Hot Dog Eating ,Qualifier , women,"San Antonio, TX"
2016,Oct,11,1st,27.5,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2016,Oct,11,2nd,25.5,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2016,Oct,11,3rd,18,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2016,Oct,11,1st,9.5,10,Liz McClurg,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Nashville, TN"
2016,Oct,11,2nd,8.5,10,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Nashville, TN"
2016,Oct,11,3rd,8,10,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Nashville, TN"
2016,Jul,4,1st,70,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,2nd,53,10,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,3rd,42,10,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,4th,38,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,5th,37.5,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,6th,36,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,7th,31,10,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,7th,31,10,Yasir Salem,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,9th,29,10,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,10th,28,10,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,11th,27,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,12th,25,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,13th,24,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,14th,16,10,Steven Schuster,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,15th,12,10,"Dan ""Big Cat"" Katz",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,16th,1,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2016,Jul,4,1st,38.5,10,Miki Sudo,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,2nd,35,10,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,3rd,27,10,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,3rd,27,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,5th,17.5,10,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,6th,16.75,10,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,7th,15.5,10,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,7th,15.5,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,9th,15,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,10th,13.5,10,Kassandra Zapata,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,11th,12.5,10,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,12th,8.5,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,13th,7.75,10,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,14th,7,10,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jul,4,15th,4,10,"Elizabeth ""The Bespoke Curator"" Petra",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2016,Jun,25,1st,42,10,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,2nd,32,10,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,3rd,26,10,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,4th,13.5,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,5th,8,10,Lloyd Ingling,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,6th,5,10,"Jesse ""Eater J"" Rifkin",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Washington, DC"
2016,Jun,25,1st,9,10,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Washington, DC"
2016,Jun,25,2nd,7.5,10,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Washington, DC"
2016,Jun,25,1st,73.5,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Exhibition,,,"Washington, DC"
2016,Jun,19,1st,33,10,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2016,Jun,19,2nd,15.25,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2016,Jun,19,3rd,13,10,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2016,Jun,19,4th,8,10,Andy Flamm,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2016,Jun,19,4th,8,10,Matthew Kiebus,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Queens, NY"
2016,Jun,19,1st,16.5,10,Sophia Devita,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2016,Jun,19,2nd,14.5,10,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2016,Jun,19,3rd,8,10,Ryoo Jeesoo,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2016,Jun,19,4th,4.75,10,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Queens, NY"
2016,Jun,12,1st,33,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Norfolk, VA"
2016,Jun,12,2nd,31,10,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Norfolk, VA"
2016,Jun,12,3rd,28,10,Darron Breeden,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Norfolk, VA"
2016,Jun,12,?,?,10,Brad Vittum,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Norfolk, VA"
2016,Jun,12,1st,16.5,10,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Norfolk, VA"
2016,Jun,12,2nd,?,10,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Norfolk, VA"
2016,Jun,12,?,7,10,Deborah Bethea,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Norfolk, VA"
2016,Jun,5,1st,23.75,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,2nd,23.33,10,"Kevin ""Qwazy"" Ambs",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,3rd,19.5,10,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,4th,18,10,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,5th,13,10,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,6th,13,10,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,7th,12.75,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,8th,6,10,Tom Serpico,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Long Pond, PA"
2016,Jun,5,1st,12,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Long Pond, PA"
2016,Jun,5,2nd,8,10,"Tess ""Tessie Tornado"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Long Pond, PA"
2016,Jun,4,1st,34.75,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,2nd,31,10,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,3rd,23.5,10,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,4th,16,10,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,5th,15,10,"Steven ""The Clutch"" Dorgo",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,6th,14.5,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,7th,13,10,Jesse Kankula,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,9th,7,10,Kevin Belbey,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,?,8,10,Donald Sadeckas,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,?,7,10,Derek Allen,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Syracuse, NY"
2016,Jun,4,1st,21,10,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Syracuse, NY"
2016,Jun,4,2nd,14.5,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Syracuse, NY"
2016,May,28,1st,21.5,10,Steven Schuster,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,2nd,18.5,10,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,3rd,16,10,Damien Boykin,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Michael Alvarez,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Mitch Johnson,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Henry Roach,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Stephen Smith,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Anthony Taddeo,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,?,?,10,Aaaron Weiner,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Charlotte, NC"
2016,May,28,1st,6,10,"Elizabeth ""The Bespoke Curator"" Petra",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Charlotte, NC"
2016,Apr,30,1st,39,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Houston, TX"
2016,Apr,30,2nd,22,10,Peter Rottman,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Houston, TX"
2016,Apr,30,3rd,20.5,10,Steven Schuster,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Houston, TX"
2016,Apr,30,?,?,10,Jeremy Farmer,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Houston, TX"
2016,Apr,30,?,?,10,Clint Scott,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Houston, TX"
2016,Apr,30,1st,17,10,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Houston, TX"
2016,Apr,23,1st,30,10,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,2nd,29.75,10,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,3rd,27,10,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,4th,24.5,10,Josh Miller,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,5th,20,10,Justin Mih,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,6th,9,10,Adam Brickman,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,6th,9,10,Eric Wyrowski,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,8th,6,10,Adrian Padilla,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Las Vegas, NV"
2016,Apr,23,1st,28,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2016,Apr,23,2nd,12.5,10,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2016,Apr,23,3rd,6.5,10,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2016,Apr,23,DQ,?,10,Barbara LaBarge,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Las Vegas, NV"
2016,Apr,16,1st,29,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2016,Apr,16,2nd,19,10,"Matt ""Sweet Tooth"" Cohen",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2016,Apr,16,?,?,10,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"St. Louis, MO"
2016,Apr,16,1st,12,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"St. Louis, MO"
2016,Apr,16,2nd,7,10,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"St. Louis, MO"
2016,Mar,19,1st,22,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,2nd,16.5,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,3rd,12,10,Clint Scott,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,4th,11,10,Jeremy Farmer,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,5th,7,10,Robert Silva,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,6th,6.5,10,Chad Hupp,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,7th,5.5,10,Mark Poland,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,8th,5,10,Phil Taglieri,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,9th,4.5,10,Juan Herandez,Nathan's Famous Hot Dog Eating ,Qualifier , men,"San Antonio, TX"
2016,Mar,19,1st,11,10,Kassandra Zapata,Nathan's Famous Hot Dog Eating ,Qualifier , women,"San Antonio, TX"
2016,Mar,19,2nd,10.5,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating ,Qualifier , women,"San Antonio, TX"
2016,Mar,19,3rd,6,10,Vanessa Salazar,Nathan's Famous Hot Dog Eating ,Qualifier , women,"San Antonio, TX"
2015,Oct,21,1st,24,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,2nd,23,10,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,3rd,19,10,"Pedram ""In Jaws We Trust"" Esmaeelzadeh",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,4th,17.5,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,5th,16,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,6th,14,10,"Frank ""the Kaiser"" Wach",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,7th,13,10,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,8th,11.5,10,Stephen Underwood,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,9th,8,10,"Alex ""Moose"" Perez",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Nashville, TN"
2015,Oct,21,1st,6.5,10,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Nashville, TN"
2015,Oct,21,2nd,6,10,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Nashville, TN"
2015,Oct,4,1st,27,10,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,2nd,25.5,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,3rd,19,10,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,4th,16,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,5th,14,10,"Jack ""Snack Jack"" Diamond",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,6th,12,10,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,?,8,10,Joey Haughey,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,?,8,10,Bryan Sheppard,Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , men,"Dover, DE"
2015,Oct,4,1st,24.5,10,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest Qualifier ,Qualifier , women,"Dover, DE"
2015,Jul,4,1st,62,10,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,2nd,60,10,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,3rd,35.5,10,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,4th,33,10,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,5th,31,10,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,6th,30,10,Yasir Salem,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,7th,29.5,10,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,8th,28,10,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,9th,24.5,10,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,10th,22,10,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,11th,21.75,10,Steve Hendry,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,12th,19.5,10,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,13th,19,10,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,13th,19,10,Gideon Oji,Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,15th,17,10,"Jeff ""The Beast Man"" Butler",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,16th,16,10,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest ,, men,"Brooklyn, NY"
2015,Jul,4,1st,38,10,Miki Sudo,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,2nd,34,10,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,3rd,27.5,10,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,4th,26,10,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,5th,16.75,10,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,6th,16.5,10,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,7th,16,10,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,8th,15,10,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
2015,Jul,4,9th,13,10,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest ,, women,"Brooklyn, NY"
